Customer_ID,Income,Children_Per_Household,Teens_Per_Household,Cust_Days,Year_Joined,Children,Family_Size,has_kids,TotalNumPurchases,Total_Spent,Recency,Partner,Single,Adult,Senior,Graduate,PostGrad,UnderGrad,class
2227,26490,0,0,645,2012,0,2,0,11,210,92,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
10992,75702,1,1,669,2012,2,4,1,26,1148,77,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
5304,30899,1,0,624,2012,1,2,1,6,33,35,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
309,63342,0,1,621,2012,1,3,1,19,1101,48,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
3406,45989,0,1,615,2012,1,2,1,16,322,97,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2661,18701,1,1,390,2013,2,3,1,10,44,95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
3153,40737,2,1,203,2013,3,4,1,4,17,24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
10264,15287,1,0,627,2012,1,2,1,6,31,60,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1184,69674,0,2,403,2013,2,3,1,25,845,46,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4200,44159,1,0,12,2014,1,3,1,15,275,85,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
9396,37717,1,0,583,2012,1,3,1,4,25,31,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2387,43776,1,1,511,2013,2,4,1,17,275,9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6690,38179,1,1,472,2013,2,4,1,11,90,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1225,80124,0,0,3,2014,0,2,0,19,1495,47,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
9703,38097,1,1,622,2012,2,4,1,11,184,70,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
291,72940,0,0,375,2013,0,2,0,13,981,13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
4557,22070,1,0,268,2013,1,3,1,8,67,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2379,69267,0,0,645,2012,0,1,0,14,1635,31,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
5726,31788,1,0,101,2014,1,2,1,10,60,15,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3066,61905,0,1,145,2014,1,3,1,12,231,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
6336,29315,1,1,84,2014,2,4,1,10,48,55,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
10967,33378,1,1,508,2013,2,3,1,9,99,38,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
2304,66313,0,1,286,2013,1,3,1,23,770,86,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3445,60714,0,0,528,2013,0,1,0,23,957,56,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
7828,77882,0,0,60,2014,0,2,0,12,818,29,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
3762,69867,0,0,453,2013,0,1,0,17,925,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4391,63841,0,1,434,2013,1,2,1,22,908,64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
4669,24480,1,0,503,2013,1,3,1,10,102,46,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
10144,51369,0,1,612,2012,1,3,1,16,576,84,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
8652,37760,0,0,667,2012,0,2,0,13,317,20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1672,65640,0,1,120,2014,1,3,1,15,461,74,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
8962,44319,1,1,73,2014,2,4,1,7,37,18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
9974,30631,1,0,352,2013,1,3,1,7,70,75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
10983,75278,0,0,516,2013,0,2,0,23,930,17,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
8148,50898,1,1,537,2013,2,4,1,33,859,88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
10102,79946,0,0,48,2014,0,1,0,22,1478,19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4697,35416,0,0,381,2013,0,1,0,16,390,62,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9262,32414,0,0,360,2013,0,2,0,5,52,11,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
7254,38361,1,0,184,2013,1,3,1,10,137,74,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4543,82497,0,0,606,2012,0,2,0,19,1919,32,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4927,16626,2,0,165,2014,2,4,1,9,68,76,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
10451,29672,1,1,474,2013,2,4,1,4,25,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
2926,55951,0,1,675,2012,1,3,1,23,1374,62,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2874,35388,1,0,479,2013,1,2,1,5,32,20,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
9738,42386,1,0,532,2013,1,3,1,7,100,43,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
7119,68627,0,0,533,2013,0,1,0,12,825,45,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
3924,57912,0,1,104,2014,1,2,1,28,916,34,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
5827,35246,1,1,74,2014,2,3,1,11,62,53,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
5596,58821,0,1,260,2013,1,3,1,21,728,44,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
10812,46377,1,0,120,2014,1,3,1,7,90,89,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1717,39747,1,0,77,2014,1,2,1,13,273,43,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9491,23976,1,0,184,2013,1,3,1,10,66,68,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
9274,80950,0,0,458,2013,0,2,0,23,1213,44,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
6609,27038,0,0,649,2012,0,1,0,7,107,64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
6963,77457,0,0,116,2014,0,1,0,18,1157,85,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4440,64100,0,1,292,2013,1,3,1,18,546,93,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1379,42670,0,0,428,2013,0,2,0,11,241,12,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
10032,12571,1,0,162,2014,1,2,1,11,53,86,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2826,22574,2,1,244,2013,3,5,1,7,37,28,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6320,70893,0,0,508,2013,0,1,0,23,1508,42,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
3050,54198,1,1,194,2013,2,4,1,16,235,13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
231,28839,1,1,110,2014,2,4,1,7,32,86,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
2392,40321,1,1,335,2013,2,4,1,8,102,59,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
9478,66503,1,0,684,2012,1,2,1,15,401,30,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
113,30833,1,1,348,2013,2,4,1,6,28,33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1802,64795,0,1,528,2013,1,3,1,21,680,23,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
520,34421,1,0,363,2013,1,3,1,4,30,81,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
8275,47025,1,1,140,2014,2,3,1,4,20,6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
9750,64325,0,1,507,2013,1,2,1,23,1307,41,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2607,40464,0,1,534,2013,1,2,1,24,630,78,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
7214,62187,0,0,359,2013,0,2,0,18,1283,49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5835,14849,1,0,362,2013,1,2,1,9,65,39,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
3896,27255,1,0,234,2013,1,3,1,5,37,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
10350,54432,2,1,416,2013,3,5,1,5,38,37,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
7786,29999,1,0,501,2013,1,2,1,12,160,22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2861,24072,1,0,439,2013,1,2,1,4,23,79,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
663,33996,0,0,291,2013,0,1,0,6,71,46,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
10675,66334,0,1,452,2013,1,3,1,19,1161,82,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2521,35178,1,0,535,2013,1,3,1,5,59,10,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
9592,22010,1,0,364,2013,1,3,1,7,33,51,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10151,62204,0,2,655,2012,2,3,1,22,946,38,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7381,75693,0,0,570,2012,0,1,0,22,1442,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4099,30675,1,0,594,2012,1,3,1,5,62,14,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
9560,83003,0,0,483,2013,0,2,0,22,1674,18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
10172,68655,0,0,688,2012,0,1,0,21,1538,95,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
11191,41411,0,0,204,2013,0,1,0,8,139,11,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
9707,55212,0,1,583,2012,1,3,1,20,1182,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
6245,59292,0,1,381,2013,1,3,1,18,507,71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
8234,27190,1,0,318,2013,1,3,1,4,18,13,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
1411,82623,0,0,231,2013,0,1,0,16,940,58,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
8553,44300,1,1,371,2013,2,4,1,6,42,65,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1826,84835,0,0,13,2014,0,1,0,15,1190,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
8842,30372,1,1,551,2012,2,3,1,8,44,33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
11030,33181,1,0,177,2014,1,3,1,4,16,90,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2579,71113,0,1,194,2013,1,3,1,26,835,95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
175,71952,1,0,535,2013,1,3,1,22,1443,93,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
9185,69759,0,0,244,2013,0,1,0,18,1029,38,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
11056,72099,0,0,610,2012,0,2,0,18,1188,18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
9365,60000,0,1,554,2012,1,2,1,24,1277,57,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
6201,38643,1,1,212,2013,2,3,1,7,49,45,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2061,50737,0,1,414,2013,1,3,1,7,99,61,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
6184,68462,0,0,564,2012,0,2,0,15,1670,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
6142,65073,0,0,313,2013,0,2,0,14,900,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
4107,46681,0,2,264,2013,2,4,1,16,425,52,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7274,78618,0,0,639,2012,0,2,0,22,2153,87,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
9336,62187,0,1,99,2014,1,2,1,21,636,38,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2958,28442,2,0,125,2014,2,4,1,10,57,53,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
933,37717,1,0,583,2012,1,3,1,4,25,31,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5837,51479,1,1,548,2012,2,4,1,22,494,67,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
10704,54803,0,1,677,2012,1,2,1,19,693,65,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5125,79530,0,0,408,2013,0,2,0,26,1348,64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
4432,31615,1,0,470,2013,1,2,1,7,51,82,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5955,72025,0,0,589,2012,0,2,0,16,1932,27,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2928,52614,0,1,575,2012,1,2,1,16,990,63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
5680,35684,1,0,68,2014,1,3,1,5,30,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10313,48178,1,1,609,2012,2,4,1,16,254,69,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
2557,29548,1,0,304,2013,1,2,1,5,29,52,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1245,63810,0,1,595,2012,1,2,1,23,1371,45,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1519,38578,1,1,372,2013,2,3,1,9,73,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10703,46098,1,1,680,2012,2,3,1,11,120,86,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1726,22585,0,0,468,2013,0,1,0,5,81,23,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
4459,30279,1,0,546,2012,1,2,1,5,37,13,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1729,66426,0,1,270,2013,1,3,1,20,1377,14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1517,30822,1,0,380,2013,1,2,1,5,51,92,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
2098,33581,2,0,537,2013,2,4,1,4,17,38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9543,19986,1,0,227,2013,1,3,1,4,22,74,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
6878,27421,0,0,564,2012,0,1,0,14,324,14,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
3310,35688,2,1,676,2012,3,5,1,16,211,94,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
2724,36143,1,0,91,2014,1,2,1,4,19,33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
948,10245,1,0,410,2013,1,2,1,8,41,32,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6720,43795,0,1,256,2013,1,3,1,17,492,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
6202,63381,0,1,632,2012,1,3,1,26,1005,78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2066,38823,0,1,668,2012,1,3,1,7,114,56,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9799,83664,1,1,417,2013,2,3,1,19,1173,57,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
8318,90300,0,0,177,2014,0,2,0,19,1738,7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
5642,62499,1,0,202,2013,1,3,1,12,222,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2669,74293,0,0,56,2014,0,1,0,16,1127,66,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
455,51012,0,0,437,2013,0,2,0,10,209,86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7683,70777,0,1,124,2014,1,3,1,23,787,80,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3428,68682,0,0,266,2013,0,2,0,24,1598,56,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
7414,43824,1,1,652,2012,2,4,1,12,186,18,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
6354,15345,1,0,667,2012,1,3,1,6,47,51,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
798,23442,1,0,552,2012,1,2,1,5,27,71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
8213,14515,1,0,597,2012,1,3,1,11,96,71,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
2488,31395,1,1,463,2013,2,3,1,10,64,80,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9999,75276,0,0,640,2012,0,2,0,23,1040,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2
7617,42373,1,1,318,2013,2,3,1,13,163,83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
615,30507,0,0,475,2013,0,2,0,11,343,29,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2552,55521,1,2,250,2013,3,4,1,24,446,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
194,48006,1,1,20,2014,2,4,1,5,41,55,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3645,27213,1,0,668,2012,1,2,1,9,70,19,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
8890,65808,1,1,30,2014,2,3,1,14,272,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2
5049,30351,1,0,388,2013,1,3,1,6,46,19,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9973,50437,0,2,620,2012,2,4,1,19,490,28,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
7301,23616,1,0,589,2012,1,2,1,8,79,76,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10882,53858,0,1,597,2012,1,3,1,17,915,50,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7030,66465,0,1,456,2013,1,3,1,35,1485,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
7422,46923,1,0,676,2012,1,2,1,16,369,90,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3523,75072,0,1,522,2013,1,3,1,19,1073,83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
7106,75865,0,0,90,2014,0,2,0,19,1242,73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
6504,19789,1,0,221,2013,1,3,1,9,78,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
5067,80134,0,0,135,2014,0,2,0,21,1378,11,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4216,91065,0,0,492,2013,0,1,0,26,1474,33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
8581,49505,1,1,481,2013,2,4,1,29,751,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
5929,37401,1,0,54,2014,1,3,1,7,48,14,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
3129,30096,1,0,38,2014,1,3,1,6,45,30,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
6528,18492,1,0,24,2014,1,3,1,4,10,75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1361,82584,0,0,390,2013,0,2,0,16,1435,26,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
6932,93027,0,0,442,2013,0,2,0,22,2119,77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
7284,48686,1,2,207,2013,3,5,1,4,20,8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1340,92910,0,0,66,2014,0,2,0,27,1795,42,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
8746,75433,1,0,85,2014,1,3,1,19,1188,28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
5987,10404,1,0,56,2014,1,3,1,7,43,52,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3767,61314,0,1,430,2013,1,3,1,24,1008,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3725,84865,0,0,416,2013,0,1,0,16,1688,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4324,42387,1,0,608,2012,1,3,1,21,684,42,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
238,67309,1,1,522,2013,2,4,1,39,1082,76,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
6694,75236,0,1,216,2013,1,3,1,25,1068,27,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2
498,30015,1,0,147,2014,1,2,1,7,57,28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
9347,50943,0,1,373,2013,1,3,1,5,46,49,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
9699,67272,0,1,190,2013,1,2,1,23,733,12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
10664,51529,0,1,295,2013,1,2,1,17,467,14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5455,32011,1,0,311,2013,1,3,1,10,122,89,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
456,7500,1,0,507,2013,1,3,1,7,36,96,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
5012,28691,1,0,360,2013,1,3,1,5,34,56,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
7495,56223,0,1,191,2013,1,3,1,10,156,72,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
5029,18100,0,0,327,2013,0,2,0,4,14,14,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10642,30279,1,0,546,2012,1,2,1,5,37,13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
2106,20130,0,0,104,2014,0,2,0,5,34,99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
10364,23295,0,0,351,2013,0,1,0,4,20,72,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5954,42618,1,0,263,2013,1,2,1,11,192,92,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1137,81246,0,0,182,2013,0,1,0,17,1379,87,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
2541,24027,1,0,385,2013,1,3,1,7,48,7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1142,55707,0,1,189,2013,1,3,1,16,428,91,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
2276,57959,0,1,423,2013,1,2,1,27,868,71,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2807,56796,0,1,498,2013,1,3,1,27,1001,24,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6471,36230,1,0,255,2013,1,2,1,7,59,17,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6131,70829,1,1,210,2013,2,4,1,16,431,87,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2
6233,65991,0,1,660,2012,1,3,1,27,971,21,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4148,38988,1,2,678,2012,3,5,1,19,348,90,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
4947,89572,0,0,652,2012,0,1,0,24,2059,44,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3225,42207,1,0,454,2013,1,3,1,14,265,71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7540,50300,0,1,35,2014,1,3,1,13,270,52,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
10648,66664,0,0,642,2012,0,2,0,19,1289,78,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
1992,60597,0,1,179,2014,1,3,1,16,893,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7851,70165,0,0,280,2013,0,1,0,22,926,60,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
8594,50520,0,1,152,2014,1,2,1,9,135,25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
7059,80124,0,0,3,2014,0,2,0,19,1495,47,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2
2815,33183,1,0,125,2014,1,3,1,9,120,46,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
2416,66582,0,0,118,2014,0,1,0,20,1288,83,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
7999,75261,0,0,432,2013,0,2,0,17,1743,17,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2
9213,31880,1,0,606,2012,1,2,1,4,15,13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9697,53790,0,2,115,2014,2,4,1,20,542,86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3916,49269,1,0,683,2012,1,3,1,25,890,92,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2021,61456,0,1,459,2013,1,3,1,33,1388,47,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1581,37406,1,0,262,2013,1,3,1,4,17,18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
564,56937,1,0,694,2012,1,3,1,30,906,81,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
6619,38415,1,1,543,2013,2,4,1,6,44,91,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
9081,20518,1,0,42,2014,1,2,1,5,25,58,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
178,62503,0,1,496,2013,1,3,1,26,973,40,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
916,41644,1,1,51,2014,2,3,1,6,31,67,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5512,55842,0,1,37,2014,1,3,1,17,518,19,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
8970,62010,0,1,614,2012,1,3,1,19,530,93,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
10581,41124,1,0,606,2012,1,3,1,21,506,41,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
5300,38961,1,0,181,2013,1,3,1,6,70,60,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5154,37760,1,0,322,2013,1,2,1,6,54,54,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
8346,32233,1,0,679,2012,1,2,1,12,296,26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1676,43057,0,1,242,2013,1,3,1,15,266,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
9286,83151,0,0,627,2012,0,2,0,19,747,93,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2426,78825,0,0,653,2012,0,1,0,29,895,35,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2
5172,65104,0,1,227,2013,1,3,1,17,1053,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2
5562,60093,0,1,368,2013,1,3,1,21,735,92,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3436,14045,1,0,154,2014,1,3,1,5,20,24,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
3921,28457,0,0,609,2012,0,1,0,10,205,96,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3403,78952,0,1,643,2012,1,3,1,21,2092,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
22,46310,1,0,573,2012,1,2,1,14,309,99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
10965,76005,0,0,492,2013,0,2,0,22,1722,72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2
9426,58308,0,1,533,2013,1,2,1,15,900,77,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
6605,55614,0,0,214,2013,0,1,0,20,682,85,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3136,59432,0,1,442,2013,1,2,1,22,663,88,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
8737,55563,0,1,85,2014,1,2,1,6,43,22,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11088,78642,0,1,434,2013,1,3,1,18,1816,83,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2
