Customer_ID,Education,Marital_Status,Income,Children_Per_Household,Teens_Per_Household,Age,Age_Group,Date_Enrolled,Cust_Days,Year_Joined,Month_Joined,Day_Joined,Education_map,Marital_Status_map,Children,Family_Size,has_kids,TotalNumPurchases,Total_Spent,Recency,Class
254,Graduation,Together,53863,0,1,67,Senior,2014-05-17,43,2014,May,Saturday,Graduate,Partner,1,3,1,18,473,4,0.0
4179,Graduation,Together,24221,0,0,63,Adult,2013-08-20,313,2013,August,Tuesday,Graduate,Partner,0,2,0,6,55,94,1.0
3710,PhD,Single,39684,1,0,38,Adult,2012-10-12,625,2012,October,Friday,PostGrad,Single,1,2,1,7,81,41,1.0
7627,Master,Married,92163,0,0,47,Adult,2012-12-12,564,2012,December,Wednesday,PostGrad,Partner,0,2,0,21,2086,25,0.0
4501,Master,Single,69882,0,0,57,Adult,2013-11-10,231,2013,November,Sunday,PostGrad,Single,0,1,0,20,1478,94,0.0
6424,Graduation,Together,33178,1,0,45,Adult,2014-01-30,150,2014,January,Thursday,Graduate,Partner,1,3,1,5,49,9,1.0
3075,PhD,Married,59973,0,0,50,Adult,2013-09-11,291,2013,September,Wednesday,PostGrad,Partner,0,2,0,15,382,47,0.0
4992,Master,Together,17459,1,0,47,Adult,2013-09-19,283,2013,September,Thursday,PostGrad,Partner,1,3,1,9,69,12,1.0
5252,Graduation,Divorced,23910,1,0,53,Adult,2012-10-26,611,2012,October,Friday,Graduate,Single,1,2,1,6,67,80,1.0
7444,Master,Married,42169,1,1,53,Adult,2013-10-19,253,2013,October,Saturday,PostGrad,Partner,2,4,1,6,30,20,1.0
6919,2n Cycle,Married,26224,1,0,44,Adult,2013-06-04,390,2013,June,Tuesday,UnderGrad,Partner,1,3,1,9,63,39,1.0
3537,Graduation,Together,31089,1,0,41,Adult,2012-08-17,681,2012,August,Friday,Graduate,Partner,1,3,1,10,79,57,1.0
10277,Graduation,Single,30081,0,1,61,Adult,2013-02-21,493,2013,February,Thursday,Graduate,Single,1,2,1,5,42,27,1.0
2453,Graduation,Together,62807,0,1,62,Adult,2012-08-31,667,2012,August,Friday,Graduate,Partner,1,3,1,23,819,83,0.0
7972,Graduation,Single,72906,0,0,67,Senior,2013-09-17,285,2013,September,Tuesday,Graduate,Single,0,1,0,17,1151,79,0.0
895,PhD,Married,61467,0,2,74,Senior,2012-12-09,567,2012,December,Sunday,PostGrad,Partner,2,4,1,20,594,69,0.0
1177,Master,Together,49618,1,1,56,Adult,2013-01-26,519,2013,January,Saturday,PostGrad,Partner,2,4,1,11,129,77,1.0
7141,Master,Single,21888,1,0,36,Adult,2012-12-29,547,2012,December,Saturday,PostGrad,Single,1,2,1,12,213,15,1.0
7232,Graduation,Widow,42429,0,1,49,Adult,2014-02-11,138,2014,February,Tuesday,Graduate,Single,1,2,1,7,67,99,1.0
8477,Graduation,Divorced,26150,2,1,66,Senior,2013-03-11,475,2013,March,Monday,Graduate,Single,3,4,1,5,28,61,1.0
2457,Basic,Married,30801,0,1,47,Adult,2012-10-26,611,2012,October,Friday,UnderGrad,Partner,1,3,1,6,45,23,1.0
988,Graduation,Married,81168,0,0,57,Adult,2014-05-07,53,2014,May,Wednesday,Graduate,Partner,0,2,0,18,1193,84,0.0
7930,Master,Single,26877,0,0,53,Adult,2013-08-19,314,2013,August,Monday,PostGrad,Single,0,1,0,12,268,74,1.0
4587,Master,Widow,45006,0,0,78,Senior,2013-07-18,346,2013,July,Thursday,PostGrad,Single,0,1,0,12,266,90,1.0
6682,Basic,Married,18978,1,0,49,Adult,2012-12-11,565,2012,December,Tuesday,UnderGrad,Partner,1,3,1,5,37,41,1.0
6222,Graduation,Married,22574,2,1,55,Adult,2013-10-28,244,2013,October,Monday,Graduate,Partner,3,5,1,7,37,28,1.0
10299,PhD,Single,48240,0,0,53,Adult,2012-11-09,597,2012,November,Friday,PostGrad,Single,0,1,0,25,882,73,1.0
3083,Graduation,Married,45837,1,1,48,Adult,2013-07-26,338,2013,July,Friday,Graduate,Partner,2,4,1,18,373,88,1.0
8953,Master,Single,35791,2,1,57,Adult,2013-05-06,419,2013,May,Monday,PostGrad,Single,3,4,1,6,35,94,1.0
1503,PhD,Together,162397,1,1,46,Adult,2013-06-03,391,2013,June,Monday,PostGrad,Partner,2,4,1,1,107,31,0.0
8650,Graduation,Widow,54162,1,1,44,Adult,2013-03-18,468,2013,March,Monday,Graduate,Single,2,3,1,5,42,31,0.0
10862,Master,Married,30522,0,1,62,Adult,2012-08-17,681,2012,August,Friday,PostGrad,Partner,1,3,1,17,326,6,1.0
2782,PhD,Married,54456,0,1,61,Adult,2013-07-11,353,2013,July,Thursday,PostGrad,Partner,1,3,1,17,404,23,0.0
6941,Graduation,Single,31632,0,0,51,Adult,2013-07-14,350,2013,July,Sunday,Graduate,Single,0,1,0,6,95,92,1.0
10972,Graduation,Widow,72298,0,0,73,Senior,2014-03-10,111,2014,March,Monday,Graduate,Single,0,1,0,14,939,52,0.0
10708,2n Cycle,Single,36975,1,0,44,Adult,2013-12-28,183,2013,December,Saturday,UnderGrad,Single,1,2,1,5,33,50,1.0
6583,2n Cycle,Married,72635,0,0,67,Senior,2013-06-03,391,2013,June,Monday,UnderGrad,Partner,0,2,0,21,981,54,0.0
3641,Graduation,Married,13624,1,0,46,Adult,2013-01-20,525,2013,January,Sunday,Graduate,Partner,1,3,1,7,36,93,1.0
10156,Graduation,Single,84196,0,1,47,Adult,2013-06-03,391,2013,June,Monday,Graduate,Single,1,2,1,20,1237,56,0.0
4299,Graduation,Together,70971,0,1,62,Adult,2012-09-21,646,2012,September,Friday,Graduate,Partner,1,3,1,34,1825,28,0.0
3469,PhD,Divorced,34487,1,1,45,Adult,2012-09-06,661,2012,September,Thursday,PostGrad,Single,2,3,1,9,103,94,1.0
5063,Graduation,Single,28769,1,0,45,Adult,2012-12-18,558,2012,December,Tuesday,Graduate,Single,1,2,1,12,191,76,1.0
10727,PhD,Married,69084,1,0,52,Adult,2013-11-19,222,2013,November,Tuesday,PostGrad,Partner,1,3,1,25,1586,43,0.0
9624,PhD,Together,65488,0,0,64,Adult,2014-06-13,16,2014,June,Friday,PostGrad,Partner,0,2,0,14,963,46,0.0
5156,2n Cycle,Married,62466,0,1,52,Adult,2014-01-15,165,2014,January,Wednesday,UnderGrad,Partner,1,3,1,26,889,13,0.0
4376,2n Cycle,Single,32218,0,0,62,Adult,2014-02-15,134,2014,February,Saturday,UnderGrad,Single,0,1,0,7,93,27,1.0
8923,Graduation,Single,83917,0,0,49,Adult,2013-04-18,437,2013,April,Thursday,Graduate,Single,0,1,0,21,1587,12,0.0
8461,Graduation,Divorced,46102,2,1,60,Adult,2014-03-10,111,2014,March,Monday,Graduate,Single,3,4,1,4,16,3,1.0
6945,Graduation,Single,84574,0,0,70,Senior,2013-06-04,390,2013,June,Tuesday,Graduate,Single,0,1,0,32,1375,72,0.0
944,Graduation,Married,56181,0,1,60,Adult,2013-01-08,537,2013,January,Tuesday,Graduate,Partner,1,3,1,14,393,6,0.0
1907,Master,Divorced,63120,0,1,72,Senior,2012-09-28,639,2012,September,Friday,PostGrad,Single,1,2,1,26,1477,53,0.0
701,Graduation,Married,73691,0,1,51,Adult,2013-11-06,235,2013,November,Wednesday,Graduate,Partner,1,3,1,18,1179,58,0.0
3856,Graduation,Together,63381,0,1,62,Adult,2012-10-05,632,2012,October,Friday,Graduate,Partner,1,3,1,26,1005,78,0.0
4149,PhD,Together,76140,0,0,74,Senior,2014-05-13,47,2014,May,Tuesday,PostGrad,Partner,0,2,0,21,1348,57,0.0
2131,PhD,Divorced,62859,0,1,63,Adult,2012-12-30,546,2012,December,Sunday,PostGrad,Single,1,2,1,23,1307,37,0.0
2942,Graduation,Single,45906,0,1,58,Adult,2013-05-07,418,2013,May,Tuesday,Graduate,Single,1,2,1,15,486,20,1.0
1173,Master,Together,77632,0,0,75,Senior,2013-03-10,476,2013,March,Sunday,PostGrad,Partner,0,2,0,13,2252,73,0.0
4381,PhD,Married,46463,1,1,51,Adult,2013-08-18,315,2013,August,Sunday,PostGrad,Partner,2,4,1,17,235,56,1.0
4611,Graduation,Together,105471,0,0,52,Adult,2013-01-21,524,2013,January,Monday,Graduate,Partner,0,2,0,30,1724,36,0.0
3376,Master,Divorced,55282,1,0,52,Adult,2013-12-13,198,2013,December,Friday,PostGrad,Single,1,2,1,11,235,9,0.0
4679,Master,Married,78710,0,1,45,Adult,2014-05-23,37,2014,May,Friday,PostGrad,Partner,1,3,1,28,1092,42,0.0
10928,Graduation,Together,66886,0,1,64,Adult,2013-09-16,286,2013,September,Monday,Graduate,Partner,1,3,1,17,599,28,0.0
4248,Master,Single,98777,0,0,62,Adult,2014-02-17,132,2014,February,Monday,PostGrad,Single,0,1,0,19,2008,23,0.0
6728,Graduation,Together,29103,1,0,37,Adult,2012-08-27,671,2012,August,Monday,Graduate,Partner,1,3,1,6,48,38,1.0
6661,Graduation,Married,67445,0,1,48,Adult,2012-08-12,686,2012,August,Sunday,Graduate,Partner,1,3,1,32,1174,63,0.0
4725,PhD,Together,50616,0,1,72,Senior,2014-04-13,77,2014,April,Sunday,PostGrad,Partner,1,3,1,7,67,71,1.0
3277,Graduation,Divorced,49431,0,1,67,Senior,2012-08-03,695,2012,August,Friday,Graduate,Single,1,2,1,15,365,9,1.0
5555,Graduation,Divorced,153924,0,0,47,Adult,2014-02-07,142,2014,February,Friday,Graduate,Single,0,1,0,0,6,81,0.0
2564,Graduation,Together,61278,0,1,69,Senior,2014-01-04,176,2014,January,Saturday,Graduate,Partner,1,3,1,10,165,87,0.0
946,2n Cycle,Together,26490,0,0,64,Adult,2012-09-22,645,2012,September,Saturday,UnderGrad,Partner,0,2,0,11,210,92,1.0
3867,PhD,Together,73059,0,1,75,Senior,2013-08-31,302,2013,August,Saturday,PostGrad,Partner,1,3,1,26,1095,36,0.0
6940,PhD,Single,46734,1,2,56,Adult,2013-10-21,251,2013,October,Monday,PostGrad,Single,3,4,1,12,223,86,1.0
55,Graduation,Together,56253,0,1,59,Adult,2012-12-07,569,2012,December,Friday,Graduate,Partner,1,3,1,22,597,83,0.0
7093,Graduation,Married,19986,1,0,37,Adult,2013-11-14,227,2013,November,Thursday,Graduate,Partner,1,3,1,4,22,74,1.0
5084,Graduation,Widow,58330,0,1,47,Adult,2013-12-25,186,2013,December,Wednesday,Graduate,Single,1,2,1,24,1064,87,0.0
1777,Basic,Married,25965,0,0,42,Adult,2012-09-07,660,2012,September,Friday,UnderGrad,Partner,0,2,0,6,74,29,1.0
8162,Master,Together,14661,0,0,66,Senior,2013-01-01,544,2013,January,Tuesday,PostGrad,Partner,0,2,0,5,26,88,1.0
10826,Graduation,Married,18690,0,0,63,Adult,2012-12-28,548,2012,December,Friday,Graduate,Partner,0,2,0,5,60,77,1.0
8754,PhD,Together,45068,0,1,48,Adult,2013-05-16,409,2013,May,Thursday,PostGrad,Partner,1,3,1,4,20,25,1.0
1987,Basic,Single,21063,1,0,35,Adult,2013-09-25,277,2013,September,Wednesday,UnderGrad,Single,1,2,1,7,59,34,1.0
11007,PhD,Married,29187,1,0,54,Adult,2013-05-09,416,2013,May,Thursday,PostGrad,Partner,1,3,1,5,34,43,1.0
7426,2n Cycle,Married,54690,1,1,51,Adult,2013-11-07,234,2013,November,Thursday,UnderGrad,Partner,2,4,1,12,198,76,0.0
9153,PhD,Married,59304,0,1,58,Adult,2013-07-29,335,2013,July,Monday,PostGrad,Partner,1,3,1,28,1048,81,0.0
10379,Master,Single,59247,0,2,60,Adult,2013-11-08,233,2013,November,Friday,PostGrad,Single,2,3,1,21,574,87,0.0
9204,Graduation,Widow,66731,0,1,52,Adult,2012-09-12,655,2012,September,Wednesday,Graduate,Single,1,2,1,17,1029,33,0.0
3197,Graduation,Married,77353,0,1,42,Adult,2013-12-16,195,2013,December,Monday,Graduate,Partner,1,3,1,20,670,38,0.0
2920,PhD,Single,52614,0,1,47,Adult,2012-12-01,575,2012,December,Saturday,PostGrad,Single,1,2,1,16,990,63,0.0
6961,Graduation,Married,26751,2,0,48,Adult,2014-05-22,38,2014,May,Thursday,Graduate,Partner,2,4,1,4,11,26,1.0
4673,PhD,Married,81300,0,1,59,Adult,2012-10-30,607,2012,October,Tuesday,PostGrad,Partner,1,3,1,21,1241,17,0.0
9937,Graduation,Single,70337,0,0,43,Adult,2014-01-02,178,2014,January,Thursday,Graduate,Single,0,1,0,17,576,75,0.0
8779,2n Cycle,Married,36145,1,0,37,Adult,2013-06-16,378,2013,June,Sunday,UnderGrad,Partner,1,3,1,12,172,13,1.0
9596,PhD,Single,65295,0,0,42,Adult,2013-12-23,188,2013,December,Monday,PostGrad,Single,0,1,0,20,664,19,0.0
2891,Graduation,Divorced,68118,0,1,59,Adult,2013-10-18,254,2013,October,Friday,Graduate,Single,1,2,1,23,928,51,0.0
4910,Graduation,Divorced,68743,0,0,55,Adult,2012-08-30,668,2012,August,Thursday,Graduate,Single,0,1,0,30,2074,81,0.0
75,2n Cycle,Together,41039,0,0,40,Adult,2013-07-25,339,2013,July,Thursday,UnderGrad,Partner,0,2,0,15,467,32,1.0
10120,Graduation,Together,38946,0,1,67,Senior,2013-10-24,248,2013,October,Thursday,Graduate,Partner,1,3,1,12,257,84,1.0
6327,Graduation,Together,65777,0,0,55,Adult,2013-12-19,192,2013,December,Thursday,Graduate,Partner,0,2,0,17,1146,87,0.0
10142,PhD,Divorced,66476,0,1,46,Adult,2013-03-07,479,2013,March,Thursday,PostGrad,Single,1,2,1,20,689,99,0.0
9826,PhD,Single,86857,0,0,50,Adult,2012-09-12,655,2012,September,Wednesday,PostGrad,Single,0,1,0,22,2114,96,0.0
1501,PhD,Married,160803,0,0,40,Adult,2012-08-04,694,2012,August,Saturday,PostGrad,Partner,0,2,0,44,1717,21,0.0
10767,PhD,Together,77845,0,0,33,Adult,2014-05-16,44,2014,May,Friday,PostGrad,Partner,0,2,0,21,1346,40,0.0
7279,PhD,Together,69476,0,0,53,Adult,2013-09-30,272,2013,September,Monday,PostGrad,Partner,0,2,0,15,1044,3,0.0
7230,PhD,Divorced,50611,0,1,62,Adult,2012-10-04,633,2012,October,Thursday,PostGrad,Single,1,2,1,22,493,98,1.0
143,Graduation,Single,61209,0,0,52,Adult,2013-08-25,308,2013,August,Sunday,Graduate,Single,0,1,0,13,957,73,0.0
450,Master,Together,42315,0,1,64,Adult,2013-07-12,352,2013,July,Friday,PostGrad,Partner,1,3,1,12,270,90,1.0
9316,Basic,Together,13084,0,0,70,Senior,2013-11-02,239,2013,November,Saturday,UnderGrad,Partner,0,2,0,5,29,29,1.0
6379,Master,Widow,47570,1,1,73,Senior,2013-05-29,396,2013,May,Wednesday,PostGrad,Single,2,3,1,9,121,3,1.0
9239,Master,Married,61923,0,2,61,Adult,2013-07-26,338,2013,July,Friday,PostGrad,Partner,2,4,1,8,126,94,0.0
8315,Graduation,Single,34824,0,0,27,Adult,2014-03-26,95,2014,March,Wednesday,Graduate,Single,0,1,0,4,23,65,1.0
2868,PhD,Single,26518,1,1,73,Senior,2013-04-08,447,2013,April,Monday,PostGrad,Single,2,3,1,8,57,33,1.0
10888,Graduation,Single,45938,0,0,61,Adult,2013-11-03,238,2013,November,Sunday,Graduate,Single,0,1,0,20,636,46,1.0
1277,Graduation,Together,78468,0,0,62,Adult,2014-04-09,81,2014,April,Wednesday,Graduate,Partner,0,2,0,28,1004,29,0.0
9977,Graduation,Divorced,78901,0,1,49,Adult,2013-09-17,285,2013,September,Tuesday,Graduate,Single,1,2,1,20,734,99,0.0
10196,Graduation,Married,71427,2,0,44,Adult,2014-03-12,109,2014,March,Wednesday,Graduate,Partner,2,4,1,20,614,26,0.0
6384,Graduation,Divorced,71022,0,1,44,Adult,2014-02-11,138,2014,February,Tuesday,Graduate,Single,1,2,1,21,1453,30,0.0
8029,Master,Single,90247,0,0,34,Adult,2014-04-29,61,2014,April,Tuesday,PostGrad,Single,0,1,0,15,1621,27,0.0
968,Master,Divorced,41335,1,0,54,Adult,2013-12-26,185,2013,December,Thursday,PostGrad,Single,1,2,1,12,187,24,1.0
6988,Graduation,Married,71952,1,0,36,Adult,2013-01-10,535,2013,January,Thursday,Graduate,Partner,1,3,1,22,1443,93,0.0
4472,PhD,Divorced,35682,1,0,52,Adult,2014-06-27,2,2014,June,Friday,PostGrad,Single,1,2,1,6,57,34,1.0
6991,Graduation,Divorced,43185,0,1,71,Senior,2013-04-10,445,2013,April,Wednesday,Graduate,Single,1,2,1,20,637,88,1.0
3336,PhD,Together,66375,0,1,74,Senior,2013-11-21,220,2013,November,Thursday,PostGrad,Partner,1,3,1,14,948,96,0.0
4301,Master,Married,35178,1,0,51,Adult,2013-01-10,535,2013,January,Thursday,PostGrad,Partner,1,3,1,5,59,10,1.0
1940,Graduation,Married,25252,1,0,36,Adult,2013-07-12,352,2013,July,Friday,Graduate,Partner,1,3,1,4,18,26,1.0
1272,Master,Single,55250,0,1,57,Adult,2012-10-21,616,2012,October,Sunday,PostGrad,Single,1,2,1,26,903,49,0.0
1388,Graduation,Single,33249,1,0,47,Adult,2013-02-20,494,2013,February,Wednesday,Graduate,Single,1,2,1,8,112,11,1.0
1044,Graduation,Together,58398,0,0,69,Senior,2013-05-14,411,2013,May,Tuesday,Graduate,Partner,0,2,0,20,596,44,0.0
6969,Graduation,Together,50272,1,0,40,Adult,2013-08-07,326,2013,August,Wednesday,Graduate,Partner,1,3,1,13,233,75,1.0
10479,PhD,Married,76618,0,0,47,Adult,2012-12-07,569,2012,December,Friday,PostGrad,Partner,0,2,0,11,1511,64,0.0
3619,2n Cycle,Divorced,87305,0,0,62,Adult,2012-09-23,644,2012,September,Sunday,UnderGrad,Single,0,1,0,17,1152,19,0.0
1715,Graduation,Together,25851,1,0,44,Adult,2013-02-11,503,2013,February,Monday,Graduate,Partner,1,3,1,7,48,45,1.0
10159,Graduation,Divorced,58710,0,1,52,Adult,2013-03-31,455,2013,March,Sunday,Graduate,Single,1,2,1,31,1185,77,0.0
1463,Graduation,Single,45160,1,1,64,Adult,2014-03-29,92,2014,March,Saturday,Graduate,Single,2,3,1,4,21,9,1.0
5114,Master,Married,74806,0,1,57,Adult,2012-12-19,557,2012,December,Wednesday,PostGrad,Partner,1,3,1,16,965,1,0.0
4990,Graduation,Married,59111,0,0,68,Senior,2013-05-02,423,2013,May,Thursday,Graduate,Partner,0,2,0,21,869,90,0.0
4329,PhD,Married,18988,1,0,38,Adult,2014-05-23,37,2014,May,Friday,PostGrad,Partner,1,3,1,6,16,43,1.0
10936,Graduation,Married,72190,0,0,57,Adult,2013-02-13,501,2013,February,Wednesday,Graduate,Partner,0,2,0,16,1947,79,0.0
4692,Graduation,Married,7500,1,0,46,Adult,2012-08-01,697,2012,August,Wednesday,Graduate,Partner,1,3,1,12,71,19,1.0
7212,Graduation,Married,44794,0,1,56,Adult,2014-06-08,21,2014,June,Sunday,Graduate,Partner,1,3,1,6,65,99,1.0
6086,Graduation,Married,80395,0,0,67,Senior,2013-11-23,218,2013,November,Saturday,Graduate,Partner,0,2,0,24,1380,62,0.0
437,Master,Divorced,75012,0,0,46,Adult,2014-01-25,155,2014,January,Saturday,PostGrad,Single,0,1,0,23,1027,41,0.0
11171,Master,Married,56962,2,1,57,Adult,2013-10-11,261,2013,October,Friday,PostGrad,Partner,3,5,1,21,411,60,0.0
11101,Graduation,Together,89891,0,0,31,Adult,2013-04-15,440,2013,April,Monday,Graduate,Partner,0,2,0,26,836,17,0.0
5329,PhD,Divorced,35946,1,1,73,Senior,2013-09-27,275,2013,September,Friday,PostGrad,Single,2,3,1,4,11,24,1.0
610,PhD,Together,53593,1,1,69,Senior,2012-08-07,691,2012,August,Tuesday,PostGrad,Partner,2,4,1,23,480,60,0.0
9384,Graduation,Married,66373,1,1,44,Adult,2013-06-12,382,2013,June,Wednesday,Graduate,Partner,2,4,1,23,606,57,0.0
5956,PhD,Divorced,45072,1,2,74,Senior,2013-10-16,256,2013,October,Wednesday,PostGrad,Single,3,4,1,16,284,74,1.0
10430,Graduation,Divorced,89694,1,1,49,Adult,2013-10-09,263,2013,October,Wednesday,Graduate,Single,2,3,1,14,1472,22,0.0
7875,Graduation,Married,72025,0,0,73,Senior,2014-04-29,61,2014,April,Tuesday,Graduate,Partner,0,2,0,26,1677,46,0.0
7072,Graduation,Married,67432,0,1,49,Adult,2013-03-29,457,2013,March,Friday,Graduate,Partner,1,3,1,19,1335,69,0.0
6255,Master,Together,70545,0,1,70,Senior,2014-06-03,26,2014,June,Tuesday,PostGrad,Partner,1,3,1,13,334,29,0.0
6516,Basic,Married,17487,1,0,33,Adult,2013-03-18,468,2013,March,Monday,UnderGrad,Partner,1,3,1,4,18,37,1.0
5564,Graduation,Together,62882,0,1,53,Adult,2012-08-09,689,2012,August,Thursday,Graduate,Partner,1,3,1,20,1338,26,0.0
5682,PhD,Single,64108,0,1,69,Senior,2013-03-23,463,2013,March,Saturday,PostGrad,Single,1,2,1,30,1099,8,0.0
7458,Master,Together,34941,1,1,66,Senior,2013-03-06,480,2013,March,Wednesday,PostGrad,Partner,2,4,1,8,97,26,1.0
5237,PhD,Single,48767,1,2,72,Senior,2014-01-01,179,2014,January,Wednesday,PostGrad,Single,3,4,1,9,63,79,1.0
7761,2n Cycle,Together,38702,1,0,44,Adult,2013-08-01,332,2013,August,Thursday,UnderGrad,Partner,1,3,1,9,109,71,1.0
5278,Graduation,Married,82224,0,0,58,Adult,2014-01-25,155,2014,January,Saturday,Graduate,Partner,0,2,0,21,902,83,0.0
3560,Graduation,Together,83844,0,0,70,Senior,2013-05-12,413,2013,May,Sunday,Graduate,Partner,0,2,0,20,1574,57,0.0
7235,2n Cycle,Married,17003,1,0,47,Adult,2013-12-09,202,2013,December,Monday,UnderGrad,Partner,1,3,1,9,38,37,1.0
10548,Graduation,Single,71163,0,0,27,Adult,2014-03-09,112,2014,March,Sunday,Graduate,Single,0,1,0,24,960,30,0.0
2281,Graduation,Single,33697,1,0,52,Adult,2013-09-15,287,2013,September,Sunday,Graduate,Single,1,2,1,4,28,34,1.0
4073,2n Cycle,Married,63564,0,0,68,Senior,2014-01-29,151,2014,January,Wednesday,UnderGrad,Partner,0,2,0,28,1215,0,0.0
6974,PhD,Together,83443,0,0,50,Adult,2013-12-31,180,2013,December,Tuesday,PostGrad,Partner,0,2,0,22,1497,89,0.0
7938,PhD,Together,51518,0,1,64,Adult,2013-10-03,269,2013,October,Thursday,PostGrad,Partner,1,3,1,17,449,92,1.0
7094,Graduation,Widow,58330,0,1,47,Adult,2013-12-25,186,2013,December,Wednesday,Graduate,Single,1,2,1,24,1064,87,0.0
3667,Graduation,Married,80952,0,0,53,Adult,2013-02-28,486,2013,February,Thursday,Graduate,Partner,0,2,0,25,1757,20,0.0
7723,Graduation,Together,75507,0,0,43,Adult,2014-05-02,58,2014,May,Friday,Graduate,Partner,0,2,0,21,1440,56,0.0
3870,2n Cycle,Together,63855,0,0,44,Adult,2013-02-09,505,2013,February,Saturday,UnderGrad,Partner,0,2,0,24,1006,28,0.0
4012,PhD,Together,62220,0,1,50,Adult,2012-08-11,687,2012,August,Saturday,PostGrad,Partner,1,3,1,23,1226,55,0.0
5909,Graduation,Married,58512,0,1,58,Adult,2013-09-19,283,2013,September,Thursday,Graduate,Partner,1,3,1,20,1171,25,0.0
10470,Master,Married,40662,1,0,43,Adult,2013-03-15,471,2013,March,Friday,PostGrad,Partner,1,3,1,8,92,0,1.0
6488,PhD,Married,38829,0,1,63,Adult,2014-04-06,84,2014,April,Sunday,PostGrad,Partner,1,3,1,8,99,86,1.0
10270,2n Cycle,Married,35523,1,0,41,Adult,2013-10-03,269,2013,October,Thursday,UnderGrad,Partner,1,3,1,8,66,8,1.0
6887,Graduation,Single,79146,1,1,55,Adult,2014-04-24,66,2014,April,Thursday,Graduate,Single,2,3,1,19,564,33,0.0
6406,Master,Married,78285,0,0,34,Adult,2013-10-28,244,2013,October,Monday,PostGrad,Partner,0,2,0,21,1427,13,0.0
7573,PhD,Single,31626,1,0,44,Adult,2013-05-10,415,2013,May,Friday,PostGrad,Single,1,2,1,6,86,12,1.0
4508,Graduation,Single,75127,0,0,70,Senior,2014-05-22,38,2014,May,Thursday,Graduate,Single,0,1,0,19,833,92,0.0
221,Graduation,Married,48726,0,1,67,Senior,2013-04-27,428,2013,April,Saturday,Graduate,Partner,1,3,1,12,242,90,1.0
5331,Graduation,Married,74985,0,0,45,Adult,2012-09-11,656,2012,September,Tuesday,Graduate,Partner,0,2,0,17,1869,8,0.0
1911,Graduation,Together,67430,0,0,35,Adult,2012-09-05,662,2012,September,Wednesday,Graduate,Partner,0,2,0,29,1364,6,0.0
20,2n Cycle,Married,46891,0,1,57,Adult,2013-09-01,301,2013,September,Sunday,UnderGrad,Partner,1,3,1,8,183,91,1.0
8786,Master,Married,62058,0,1,66,Senior,2013-05-26,399,2013,May,Sunday,PostGrad,Partner,1,3,1,18,450,52,0.0
10582,Graduation,Married,72063,0,1,43,Adult,2013-07-03,361,2013,July,Wednesday,Graduate,Partner,1,3,1,21,758,3,0.0
1915,PhD,Married,78939,0,0,71,Senior,2013-12-12,199,2013,December,Thursday,PostGrad,Partner,0,2,0,20,1507,57,0.0
8897,Graduation,Single,42720,1,1,57,Adult,2013-04-24,431,2013,April,Wednesday,Graduate,Single,2,3,1,25,654,9,1.0
2371,Graduation,Married,33622,1,1,50,Adult,2013-04-13,442,2013,April,Saturday,Graduate,Partner,2,4,1,9,81,22,1.0
4303,PhD,Together,6835,0,1,65,Senior,2012-12-08,568,2012,December,Saturday,PostGrad,Partner,1,3,1,1,137,76,1.0
6825,Graduation,Together,41452,1,1,69,Senior,2013-03-06,480,2013,March,Wednesday,Graduate,Partner,2,4,1,4,16,86,1.0
1072,PhD,Single,40760,0,1,57,Adult,2013-08-30,303,2013,August,Friday,PostGrad,Single,1,2,1,8,93,64,1.0
4964,PhD,Together,74250,0,0,64,Adult,2014-01-26,154,2014,January,Sunday,PostGrad,Partner,0,2,0,18,1158,90,0.0
2461,Master,Single,51124,1,1,67,Senior,2013-12-18,193,2013,December,Wednesday,PostGrad,Single,2,3,1,6,43,79,1.0
10736,Graduation,Single,72258,0,1,51,Adult,2013-09-12,290,2013,September,Thursday,Graduate,Single,1,2,1,22,1525,28,0.0
3194,PhD,Single,71466,0,0,48,Adult,2014-04-05,85,2014,April,Saturday,PostGrad,Single,0,1,0,19,1230,86,0.0
10839,Graduation,Together,36283,1,1,46,Adult,2014-04-14,76,2014,April,Monday,Graduate,Partner,2,4,1,6,29,42,1.0
49,Graduation,Single,20587,1,0,52,Adult,2014-05-11,49,2014,May,Sunday,Graduate,Single,1,2,1,5,25,39,1.0
4290,Graduation,Married,30467,1,0,50,Adult,2014-03-19,102,2014,March,Wednesday,Graduate,Partner,1,3,1,4,24,8,1.0
10219,Graduation,Together,31590,1,0,50,Adult,2013-06-18,376,2013,June,Tuesday,Graduate,Partner,1,3,1,5,38,40,1.0
4211,Basic,Married,20425,1,0,36,Adult,2012-10-29,608,2012,October,Monday,UnderGrad,Partner,1,3,1,7,57,5,1.0
1135,Master,Together,17144,1,1,62,Adult,2014-02-15,134,2014,February,Saturday,PostGrad,Partner,2,4,1,12,47,96,1.0
6299,PhD,Divorced,42564,0,1,54,Adult,2013-01-02,543,2013,January,Wednesday,PostGrad,Single,1,2,1,24,813,28,1.0
10846,Master,Married,43783,1,0,44,Adult,2014-05-29,31,2014,May,Thursday,PostGrad,Partner,1,3,1,22,629,22,1.0
347,Graduation,Divorced,40780,0,1,46,Adult,2012-09-08,659,2012,September,Saturday,Graduate,Single,1,2,1,17,377,30,1.0
6543,Master,Together,62847,0,0,77,Senior,2013-01-15,530,2013,January,Tuesday,PostGrad,Partner,0,2,0,14,1612,45,0.0
